bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
B,D,B,B,B,B,B,B,A,B,A,C,A,B,A,B,A,A,A,A,A,A
C,D,D,C,C,C,C,C,B,A,A,A,A,D,D,A,A,A,A,A,A,A
D,E,D,D,D,D,D,E,E,E,D,D,D,E,D,D,D,D,D,D,D,D
E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,C,C,A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,D,A,A
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,A,E,A
D,C,C,C,C,C,C,C,D,C,C,C,D,C,C,C,C,C,C,C,C,C
E,C,E,E,E,E,E,E,E,E,E,E,E,C,E,C,C,C,C,C,C,C
A,D,A,A,B,B,D,B,A,D,D,D,D,B,D,B,D,B,D,B,D,A
B,D,D,D,D,D,D,D,B,B,D,D,D,D,D,D,D,D,D,D,D,D
C,A,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,A,E,E,E,E,C
A,A,C,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A
B,E,B,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,A,A,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A
A,D,D,D,D,D,D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,D,D,D,A,A
C,A,C,C,C,C,C,C,C,D,C,D,A,A,A,A,A,A,D,D,A,A
D,E,D,D,D,D,E,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,D,D,D,E,E,E,E,D,D,D,D,D,D,E,D,D,D,D,D,D
A,D,D,D,D,D,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D
B,E,E,B,B,B,B,B,B,B,B,B,B,B,E,E,E,E,E,E,E,E
C,E,C,C,C,E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,D,D
B,D,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,A
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,C,C,C,A,C,B,D,B,B,A,B,B,B,A,B,B,A,B,A
D,B,B,B,B,B,D,D,D,D,D,D,D,D,D,B,B,D,B,B,D,B
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,D,E,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,E,A
B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,D,B,B,B
E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,B,B,B,B,C,E,E,E,E,C,E,E,A,A,A,C,C,C,C
C,E,C,C,D,D,D,A,D,A,A,D,A,A,A,A,A,A,A,A,A,A
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,D,E,E,E,E
A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,D
B,E,B,B,C,C,C,A,C,C,C,C,C,C,A,C,C,A,C,A,A,A
C,B,B,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B
D,E,D,D,D,E,E,D,D,D,A,D,A,A,D,D,A,A,A,A,D,A
E,A,E,E,E,E,E,E,E,E,E,E,E,A,A,D,E,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,A,C,C,C,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,D,E,D,E,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,E,E,D,D,E,E,E,E,D,E,D,E,E,D,E,E,A,D,E,A
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D,D,D,D
A,A,A,A,A,A,A,B,A,B,B,A,A,B,B,B,B,A,A,B,A,A
B,B,D,D,D,B,C,C,B,C,C,D,C,C,C,C,C,C,A,A,A,A
C,E,E,C,E,E,C,C,E,E,C,E,B,A,A,E,E,E,E,E,E,A
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,E,D,D,D,D,D,D,E,D,D,D,D,D,D,D,D,D,D,D
A,D,D,D,D,D,D,B,D,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,C,A,C,A,A,A,A,C,A
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C
C,E,E,C,C,C,C,C,C,C,C,C,E,C,E,E,E,C,C,E,E,E
D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D
A,E,E,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,B,B,B,B,B,C,C,C,C,C,C,C,C,E,E,E,E,C,C,C
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,C,D,D,D,D,D,D,D,D,D,D,D,D,A,D,C,C,C,C,D,C
E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,D,D,E,E,E,D,E,D,D,D,D,D,D,D,D,D,D,D,D
A,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A
B,D,C,D,C,C,C,C,C,C,C,C,C,C,C,D,C,D,D,D,C,D
C,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,B,B,C,B,B,B,B,B,B,B,B,B,C,B,B,B,C,C,C,B,C
B,D,B,B,B,B,B,B,B,B,B,B,D,C,C,C,D,C,D,D,D,D
C,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D
D,A,D,D,D,D,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,D,E,E,E,E,E,E,E,E,E,D,D,D,E,E,E,E,E,E,E,D
A,C,C,C,B,B,B,B,C,B,B,C,C,C,B,B,B,B,B,C,B,C
B,E,B,B,B,B,B,E,B,E,E,E,E,E,A,E,E,E,E,E,E,A
C,A,A,A,A,A,A,A,C,D,A,A,A,A,A,A,A,A,A,A,A,A
D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,D,E,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,D,D,B,B,B,B,B,B,D,D,B,B,B,D,B,B,B,D,D,B,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,A,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,D,E,A,A,A,A,A,A,A,A,D,D,D,A,A,D,D,D,D,D,D
B,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,E,D,E,D,D
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C
A,A,A,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A
D,A,D,D,D,D,D,D,D,D,E,D,E,A,D,A,A,A,A,A,A,A
E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,D,E,D,D,D
A,D,D,E,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,B,B,B,B,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,B,D,B,B,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,A,D,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,A,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C,C,C,C,C
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
B,D,D,A,D,A,A,A,D,D,A,A,A,A,A,A,A,A,A,A,A,A
C,B,E,B,B,B,B,B,E,B,B,B,B,B,B,B,B,B,B,B,B,A
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,C,C,C,C,C,C,C,C,C,A,C,C,C,C,C,C,C,C,C,C
A,C,C,E,E,D,C,C,C,D,E,D,E,E,D,D,E,E,C,C,D,E
B,D,D,B,C,C,A,C,A,C,C,C,A,A,C,A,C,C,C,E,A,A
C,D,C,C,B,B,B,B,B,D,D,B,D,D,D,D,D,D,D,D,D,D
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,D,A,C,D,D,D,D,D,D,D,D,D,A,A,D,D,D,D,C,D,D
C,A,C,C,C,C,C,D,A,C,D,D,C,D,D,A,A,A,A,A,A,A
D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,E,E,E,E,E,E,E,E,D,E,D,E,D,D,D,D,D,D,D
A,D,D,A,D,A,A,C,A,A,B,A,A,A,A,A,A,A,A,A,A,A
B,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,C,A
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,E,E,A,D,D,D,A,D,D,D,E,E,D,D,D,D,D,D,D,D
B,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,C,C,C,C,C,C,A
D,E,E,E,D,D,E,E,D,E,E,E,D,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,A,A,C,C,A,C,C,C,C,D,C,C,C,D,A,A,A,A,A,A
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,E,E,E,E,E,E,E,E,E,E,D,D,E,D,D,D,D,D,D,D
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,D,D,D,D,D,D,D,D,D,D,D,D,E,B,E,E,E,E,E,E
E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,D,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,B,B,B,B,B,B,B,B,B,B,A,A,A,B,B,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,D,D,E,E,D,D,D,D,D,D,D,D,E,E,E,D,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,A,A,A,A,C,A,B,A,B,B,B,B,B,B,B,B,B,B,B,E,B
B,E,A,A,A,A,A,A,A,D,D,E,D,E,E,D,D,D,D,D,D,D
C,B,B,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,D,A,D,D,E
E,A,E,E,E,E,E,E,E,E,E,E,E,A,E,A,A,A,A,A,A,E
A,C,C,C,C,C,A,B,C,E,A,A,B,A,B,B,A,B,B,A,A,B
B,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B
C,D,D,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,C,C,C,C,C,C,C,D,D,D,C,C,C,C,C,C,C,C,C,C,C
E,D,E,E,E,E,E,E,E,E,E,E,E,D,E,E,E,E,D,E,D,E
A,C,C,B,C,B,B,B,C,B,B,B,B,B,B,C,B,B,B,B,B,B
B,C,B,B,B,B,A,C,B,A,A,C,C,C,C,C,C,C,C,C,C,A
C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,A,A,A,A,A,A,A
D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A
C,D,D,B,A,B,B,A,A,E,A,A,D,A,E,A,A,E,E,D,A,A
D,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,B,C,C,C,C,C,C,A,C,A,A,A,A,A,C,A,A,A,A
C,B,B,B,C,C,C,C,C,C,B,B,C,B,B,B,B,B,B,B,B,A
D,A,D,D,D,D,D,A,D,D,D,D,D,D,D,D,A,A,A,D,D,D
E,D,E,E,E,E,E,E,E,E,D,E,E,D,E,D,D,D,D,D,D,D
A,D,D,A,A,B,B,B,B,A,A,B,A,A,B,A,A,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,D,C,C,C,C,C,C,D,A,A,A,A,A,A,A,A,A,A,A,A,A
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,D,A,A,A
E,A,E,E,E,E,E,E,E,E,E,E,E,A,E,A,A,A,A,A,A,A
A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,D,B,B,D,D,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,D,D,D,D,D,D,D,D,D,D,D,B,B,D,B,D,B,D,D,D,D
D,C,C,D,D,D,D,D,C,D,C,C,C,C,C,C,C,C,C,C,C,C
E,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,C,A,A,A,D,D,B,A,B,A,A,B,B,B,B,B,B,B,B,B,B
B,D,D,D,B,B,B,D,A,D,A,D,D,D,D,A,D,D,D,A,A,A
C,E,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,B,B,E,B,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,E,C,C,B,C,C,C,C,C,C,D,C,C,C,D,C,D,C,D,D,D
B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,A,A,A,A,A,A,A,D,D,A,A,A,A,A,A,A,A,A,A,A,A
E,D,E,E,E,E,E,E,E,E,E,E,E,D,D,E,D,E,E,E,E,E
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,B,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,A,A,C,C,C,C,C,C,C,C,C,C,A,C,A,A,A,A,A,C,A
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,E,E,E,E,E,E,E,E,A,A,E,A,A,A,A,A,E,E,A,A
B,D,D,D,D,D,D,D,D,D,D,A,A,D,D,D,D,D,D,D,D,D
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,C,A,A
B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,B,B,C,C,C,C,C,C,C,C,C,B,B,B,D,D,D,D,D,D,B
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,E,A,A,B,B,A,A
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C,E,C,C,C,C
A,E,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,C,C,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,A,C,A,C
C,D,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,D,D,D,D,D,D,D,D,D,D,D,A,A,A,E,A,E,A,E,E
E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E,E
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,D,B,B,B,B,B,B,B,A,B,B,E,A,A,E,E,E,E,D,D,D
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,C,C,C,C,D,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D
B,E,B,B,B,B,B,B,B,B,B,B,B,B,A,C,A,A,E,E,C,A
C,D,D,D,C,D,D,D,D,B,B,D,B,B,B,B,B,B,B,B,B,B
D,C,C,D,C,D,D,D,D,D,C,D,D,D,C,A,A,C,C,C,A,A
E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,D,D,D,D,D,B,D,B,D,D,B,B,B,B,D,D,D,D,D,D,D
B,A,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,C,C,C,C
C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,C,A,A,A
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,D,D,D,D,D,D,D,D,D,B,B,B,D,D,A,A,D,B,D,D,A
B,E,B,B,B,B,B,B,B,B,E,A,A,A,A,E,E,A,A,A,E,A
C,D,C,C,C,C,C,C,C,A,C,A,A,A,C,A,A,A,A,A,A,A
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,E,D,D
A,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,A,C,A,A,A,A,A,A,A,C,A,A,A,A,A,C,A
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,E,A,A,A,A,A,A,B,A,B,B,B,E,B,B,B,B,A,E,B
B,D,B,B,B,B,B,C,B,C,C,C,C,C,A,A,C,C,C,C,A,A
C,E,C,C,C,C,C,C,C,C,C,C,C,C,E,E,A,E,E,E,E,A
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,A,A,A,E,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,A
A,D,D,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,C,C,D,D,D,D,D,D,D,D,A,D,D,D,A,A,A,A,A,A,A
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A
C,B,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,B,B,B,B,B,B,D,D,B,B,D,D,D,D,D,B,B,D,D,D,D
A,C,D,D,C,C,C,C,C,C,C,C,B,B,D,D,D,B,D,D,C,B
B,E,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,C,C,A,B,B,B,B,C,C,B,B,B,C,C,C,B,C,C,C,C,C
B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A
D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,E,E,B,B,A,A,A,A,A,A,A,A,C,A,A,A,A,A,E,A,A
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,A,E,C,C,E,E,D,C,D,D,D,D,D,D,D,E,D,E,E,D,E
E,A,E,E,E,E,E,E,E,E,E,E,A,A,D,D,D,D,D,D,D,D
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,D,C,C,C,C,D,D,D,D,D,D,D,D,A,A,A,A,D,D,A,A
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,E,E,E,E,E,E,E,E,E,E,D,D,D,E,E,D,D,E,E,E
A,D,D,D,B,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,D,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,D,C,C,D,D,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,A,A,D,D,D,D,A,D,D,D,D,E,D,A,D,A,D,D,D,D,D
E,D,E,E,E,E,E,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D
A,D,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,B
B,E,A,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,C,C
C,E,E,E,E,E,E,A,A,E,E,A,A,A,A,A,A,A,A,A,A,A
