bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
G,G,I,G,G,G,G,G,G,G,F,F,F,F,F,F,F,F,F,F,F,F
H,G,G,G,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,D,F,D,D,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,D
A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,E,D,D,D,D,D,D,D,D,D,D,D,E,D,E,E,E,E,E,E
E,J,D,J,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,C,C,C,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,E,E,J,J,J,J,J,J,J,J,J,I,I,I,I,I,I,I,I,I,I
A,D,D,D,D,E,E,D,E,E,E,E,E,E,E,E,E,E,D,D,D,D
B,I,I,E,E,I,E,I,E,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,I,I,I,F,F,I,C,C,B,I,B,B,B,F,F,F,F,F,B,B
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,F,F,F,F,F,F,F,F,F,F,E,E,F,E,E,E,E,E,F,E,F
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,E,E,E,E,E,E,E,E,E,E,E,E,E,I,E,E,E,F,E,F,E
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
J,B,B,I,B,I,I,B,B,B,I,I,B,I,I,I,I,I,I,I,I,I
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,B,E,E,E,E,B,B
B,D,D,D,D,D,D,D,J,C,C,C,C,C,C,C,C,C,C,C,C,C
C,D,D,D,D,D,I,I,C,D,C,C,D,D,D,D,D,D,D,D,D,D
D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,E,E,E,E,E
E,I,I,I,I,I,G,G,G,I,E,E,E,E,E,E,E,E,E,E,E,E
F,E,E,D,D,E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,G,E,G,G,I,G,G,G,G,G,G,G,G,G,G,G,G,G,E,E,E
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,E,E,E,E
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
B,G,G,G,G,G,G,C,G,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,E,F,E,D,F,D,D,D,D,D,D,D,D,C,C,E,D,D,D,D,D
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,I,J,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,J,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,J,J,J,J,J,J,J,J,I,I,I,I,J,I,J,J,J,B,B,B,E
B,I,E,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,F,F,I,I,F,I,I,I,F,I,I,F,C,I,I,I,C,C,F,F,A
D,I,E,E,I,I,I,I,E,E,D,D,E,D,D,D,D,D,D,E,E,E
E,G,G,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,E
G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,H,H,H,H,H,H,H,E,I,I,I,I,I,I,I,I,I,I,I,I,I
C,G,G,G,G,G,G,G,G,G,G,G,E,E,E,G,E,E,D,E,E,E
D,G,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,J,J,J,J,J,J,J,J,J,J,E,E,E,E,E,E,J,J,J,J,J
F,A,A,A,A,A,A,A,E,A,D,A,A,E,A,A,D,D,E,A,A,A
G,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
B,B,B,B,B,B,B,B,B,E,E,E,E,E,E,E,E,E,C,C,B,E
C,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,E,E,I,E,C,C,C,C,C,C,C,C,C,C,E,C,C,C,C,C
E,I,I,I,I,I,I,I,I,I,E,E,E,E,E,E,E,E,E,E,E,E
F,J,J,J,J,J,J,I,J,J,F,F,I,I,I,E,E,E,F,I,F,F
G,A,A,A,A,E,A,A,A,B,B,A,A,A,A,A,B,B,B,A,B,A
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,G,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,G,G
J,I,I,I,I,I,I,I,I,I,I,D,D,D,D,D,D,D,D,D,D,D
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,B,B,B
B,B,B,B,B,A,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,I,G,G,I,I,G,I,G,I,I,F,G,I,I,I,I,I,G,E,E,E
G,B,B,B,B,B,B,I,I,I,I,B,B,I,I,I,I,I,I,I,I,I
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,D,D,D,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,C,C,C,C,C,C
C,E,E,E,E,E,E,E,I,E,I,I,C,I,I,I,I,I,I,H,I,I
D,G,G,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,I
E,E,D,D,E,E,E,E,E,E,E,E,E,E,D,E,E,E,D,E,E,E
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,G,I,G,G,I,G,G,G,G,G,G,G,I,I,I,I,I,I,I,I,I
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,I,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,E,G,E,E,F,E,E,E,E,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,A,E,E,E,E,A,D,D,E,E
C,F,F,E,E,E,C,C,C,C,C,C,B,C,C,C,C,C,C,B,B,B
D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,E,I,I
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,G,G,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,E,I,I,I,I,I,I,I,I,I,I,I,I,I,E,E,E,I,I,E,E
A,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
B,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,H,I,I,I,I,I,I,I,I,D,D,I,I,I,I,I,I,D,D,I,I
E,E,B,E,E,E,E,I,E,E,E,E,E,I,I,I,E,E,E,E,E,E
F,I,G,G,G,G,D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
G,H,H,H,H,H,H,H,H,H,F,F,H,F,F,H,H,H,F,F,F,H
H,C,C,I,C,C,C,C,C,C,I,I,I,I,I,I,I,I,I,I,I,I
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,A,B,A,A,A,A,A,A,A,C,A,A,A,C,C,C,C,C,C
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,I,I,I,I,I,I,I,I,D,A,D,D,D,D,A,D,A,D,A,A,D
E,D,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,E,E,I,E,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,I,F,F,F,F,F,G,G,G,G,G,I,G,G,G,I,I,F,F,F,F
H,I,I,I,I,I,H,H,I,I,I,H,I,I,I,I,I,I,I,I,I,I
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,E,E,E,E,E,E,E,E,E,E,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,I,I,I,I,I,I,I,D,C,C,C,C,C,C,C,C,C
C,F,F,F,F,F,F,F,F,F,C,C,C,C,F,F,F,F,F,F,F,F
D,G,G,G,G,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,D,D,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,E,E
F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,J,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,I,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,E
A,C,C,C,B,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,A,A,A,A,A,A,C,A,A,A,C,A,A,C,C,C,C,C,C,C
C,C,E,E,E,E,C,C,C,C,C,C,C,C,C,E,E,E,E,E,E,E
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,E,F,E,E,F,E,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,I,I,C,C
I,C,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,E,E,C,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,C,C,J,J,J,J,F,J,I,I,C,I,C,C,I,B,C,B,B,B,B
B,H,I,I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,H,D,D,D,D,D,D,I,D,D,I,D,D,D,D,I,D,D,D,D,D
D,J,J,I,I,F,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,F,F,F,F,E,B,E,F,F,F,F,F,F,I,I,I,B,B,B,B,B
H,E,E,E,E,E,E,E,E,E,E,E,E,I,E,E,E,E,E,E,E,E
I,E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,G,G,I,I,I,I,I,I,I,J,I,I,I,I,I,I,I,I,I,I,I
A,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,C,J,J,J,J,J,J,J,J,J,J,J,J,I,I,J,J,J,J,J,J
D,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,A,B,B,B,B,B,B,F,F,B,E,E,E,E,F,F,F,F,F,E
F,F,I,I,I,I,I,I,I,I,F,F,F,F,F,F,F,F,F,F,F,F
G,E,E,E,E,E,E,G,G,G,H,H,H,H,H,H,H,H,H,H,H,H
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,B
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,I,I,I,I,B,B,B,B,I,I,B,B,B,B,B,B,B,B,B,B,B
B,E,F,A,E,E,E,C,C,F,F,F,C,C,F,C,C,F,C,C,C,C
C,I,I,D,D,D,I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,I,I,C,C,I,D,D,D,D,D,D,D,D,C,C,C,C,D,D,D,D
E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,G,E
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,D,D,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,I,I,I,I,I,I,I,B,C,I,C,C,C,C,C,C,C,C,C,C,C
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,F,F,F,F,F,F,F,F,F,D,D,D,D,D,D,D,D,D,I,D,E
E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,H,H,H,H,H,H,H,H,H,H,I,H,I,I,I,I,I,I,I,I,I
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
J,B,B,B,B,B,B,B,B,B,B,E,B,E,E,E,E,E,E,E,E,E
A,D,D,D,D,D,D,D,D,A,A,D,D,D,D,D,D,D,D,D,D,D
B,I,I,I,I,I,I,D,D,D,A,D,D,D,D,D,D,D,D,D,D,D
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,I,I,I,I,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,G,G,G,G,G,G,G,G,G,G,E,E,E,E,G,E,G,E,E,G,G
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,D,D,D
G,E,E,J,E,E,E,E,J,J,G,G,G,E,E,E,I,I,E,E,I,E
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
A,E,E,E,E,E,D,E,D,D,D,D,H,D,D,I,H,H,H,H,H,H
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,I,I,I,I,I,I,I,I,I,D,D,D,I,I,I,E,E,D,D,D,D
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,F,E,E,E,E,E,E,E,E,F,E,E,E,F,E,F,F,F,F,E,E
G,E,E,E,E,I,E,G,I,E,G,G,G,I,I,E,E,E,E,E,E,E
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
J,I,I,I,I,I,I,I,J,I,J,I,I,I,I,I,I,I,I,I,I,I
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,D,D,D,D,D,D,D,A,D,D,D,D,D,A,D,C,A,C,C,C,A
C,G,G,G,I,G,C,I,C,C,C,C,G,C,G,G,G,A,C,C,A,A
D,E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,I,F,I,I,I,I,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,E,F,E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,E,E,E
G,E,F,F,F,E,E,E,E,E,E,F,F,F,F,F,F,E,F,E,E,E
H,E,E,E,E,E,E,E,E,E,E,E,E,I,I,I,I,E,I,I,I,I
I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,E,I,I,I,I,I,J,J,J,I,I,I,I,I,I,E,E,E,E,E,E
A,E,C,C,C,C,C,C,C,C,B,C,C,C,C,C,C,C,C,B,B,C
B,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,D,D,D,D,D,D,D,D,E,E,E,E,E,I,I,E,E,E,E,E,E
G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,I,I,I,I,E
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,F,F,F,F,F,F,J,J,F,F,F,F,F,F,F,F,F,F,F,F,F
A,F,F,F,F,F,F,F,F,F,F,E,E,E,E,D,I,E,F,E,E,E
B,E,E,E,E,E,E,E,E,C,B,C,B,I,I,E,E,E,E,B,B,B
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,J,J,J,J,J,J,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,J,J,J,J,J,J,J,J,J,J,J,J,J,E,J,J,J,E,E,E,E
G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
H,I,I,D,D,D,D,D,I,I,I,I,I,I,I,I,I,D,D,I,D,D
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,D,D,D,D,D,J,D,J,J,J,J,J,J,D,J,D,I,E,D,I,I
A,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,I,I,I,I,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C
C,I,E,E,H,H,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,I,I,I,I,I,D,D,D,D,D,D,E,E,E,E,F,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,J,J,J,I,J,J,J,J,I,I,I,I,I,I,J,I,I,I,I,I,I
I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,C,C,A,A,A,A,A,A,A,C,A,A,A,C,C,C,C,C,C,C,C
B,F,E,E,E,E,E,E,E,E,B,B,B,E,E,E,E,E,E,C,B,E
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,I,C,C,C,C,C,C,C,C,C,C,C,C,C,E,C,E,E,E,E,E
E,J,J,I,I,I,I,I,I,I,E,E,E,E,E,E,E,E,E,E,E,E
F,I,I,E,I,I,E,I,E,E,I,E,E,E,I,I,E,E,E,E,E,E
G,E,I,I,I,B,E,E,B,E,E,E,E,E,E,E,E,E,E,E,B,E
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,E,B,B,B,B,B,B,B,B,B,B,B,B,E,B,B,B,B,A,D,D
D,I,I,I,I,I,I,I,I,D,D,D,D,D,I,D,D,D,E,D,D,E
E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,E,E,D,E,E,E
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,G,F,F,H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,E,E,E,B,B,E,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,B,B,I,B,I
B,H,H,H,H,H,H,H,H,H,E,D,D,D,D,D,C,I,I,C,C,D
C,I,I,C,I,I,I,I,I,C,C,D,D,D,D,D,D,D,D,D,D,D
D,F,C,F,C,F,F,F,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
G,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,E
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,C,C,C,C,C
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,D,E,E,E,D,E,D,D,D,D,D,D,D,D,D,D,D,E,E,E,D
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,G,G,G,G,G,G,G,E,I,E,E,I,E,E,I,I,I,E,I,B,B
B,E,I,B,B,B,B,B,B,I,B,I,A,I,A,A,I,I,A,A,I,A
C,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,E,G,G,G,G,G,G,G,D,D,D,E,E,E,E,E,E,E,E,E,E
E,I,I,I,I,I,I,I,I,I,D,D,I,D,D,D,I,D,D,D,D,D
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,I,I,I
H,E,E,E,E,E,E,E,E,E,E,E,G,G,I,E,I,G,E,I,I,E
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
A,E,E,E,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,C,C,C,C,C,C
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,I,B,B,B,B,B,B
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,J,G,J,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,G,G,G,G,G,G,G,G,G,G,F,G,G,G,G,G,G,G,G,G,G
G,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
H,C,G,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
J,H,H,H,H,H,H,H,I,H,I,I,I,I,I,I,H,H,H,H,E,E
A,I,I,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,D,I,I,I,D,I,I,D,I,I,I,D,D,I,C,D,D,C,C
C,B,B,B,B,B,B,B,A,E,A,A,E,E,E,E,E,E,E,E,E,E
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,H,H,H,H,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,E,E,E,E,E,E,E,E,E,G,G,B,E,I,I,I,E,I,I,E,I
H,J,J,I,E,E,E,D,D,E,I,I,I,I,I,I,I,I,I,I,I,I
I,E,E,E,I,I,I,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,I,I,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,A,A,A,A,A,A,C,A,A,E
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
