bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
G,H,H,H,H,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,H,H
H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
J,B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,H,B,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,G,G,G,A,G,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,G,G,G,G,G,G,G,G,G,G,G,G,G,D,D,D,D,D,D,D,G
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,H,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,A,A,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,E,E,H,H,H,H,E,H,E,H,E,E,E,H,H,E,H,H,H,H,H
I,F,F,F,F,F,F,I,I,F,F,F,I,I,I,I,I,F,I,I,I,I
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,J,F,J,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,A,A,A,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,F,F,F,F,B,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,F,E,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,G,G,G,G,F,A,F,F,F,F,F,F,A,A,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,H,H,H,H,H,H,H,I,I,I,I,H,I,I,I,I,I,I,I,I,I
J,C,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,G,G,G,G,G,G,G,G,G,G,G,G,A,A,A,A,A,A,A,A,A
C,J,J,J,J,J,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,F,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,J,J,J,J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,I,G,I,I,I,I,I
J,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,A,A,E,A,A,E,E,E
C,H,H,H,H,H,C,C,C,G,G,C,C,C,C,C,C,C,C,C,C,C
D,G,G,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,F,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,F,F,F,F,F,F,F,F,F,F,F,F,E,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,A,J,J,J,A,A,J,J,A,J,J,A,J,J,J,J,J,J,J,J,J
A,I,I,I,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,B,B,B,B,B,B
D,E,E,D,D,D,D,D,D,D,D,D,B,D,D,D,D,D,B,B,B,B
E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
F,G,G,G,G,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,F,F,G,G,G,G,G,G,G,G,G,F,G,G,G,G,G,G,G,G,G
H,G,G,G,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,E,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,H,H,H,H,H,H,H,H,H,D,D,D,D,D,H,D,H,D,H,H,H
E,I,I,I,E,E,E,E,I,E,E,E,E,E,E,E,E,E,E,E,E,E
F,A,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,C,C,C,C,C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,C,C,C,C,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H
I,J,J,J,J,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,A,A,A,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,A,A
C,E,E,E,E,E,E,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,I,H,H,I,I,I,E,I,E,E,I,E,E,E,E,E,E,E,E,E,E
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,E,E,E,E,E,E,E,G,G,G,G,E,E,G,G,G,G,G,G,G,G
H,E,E,E,E,E,E,E,E,E,H,E,E,E,H,H,H,H,H,H,H,H
I,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,J,J,J,J
A,J,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,H,H,H,H,H,H,A,A,B,B,A,A,A,A,A,A,A,A,A,A
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,D
E,B,B,B,E,E,E,E,B,E,E,E,B,E,E,E,E,E,E,E,E,E
F,C,B,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,E,E,G,G,G,E,B,G,E,E,G,E,G,G,G,G,G,G,G,G,G
H,H,H,H,H,H,H,H,A,A,H,A,A,H,A,H,H,H,H,H,H,H
I,F,F,F,F,F,F,F,F,F,I,I,I,I,I,I,I,I,I,I,I,I
J,A,G,G,G,G,G,G,G,G,G,G,A,A,A,A,A,G,G,G,G,G
A,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,A,A,A,A,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A
C,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,C
I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,I,I,A,A,A,A
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,C,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,H,H,H,H,C,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A
C,F,F,F,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,I,I,I,I,I,I,I,D,I,D,D,D,D,D,D,D,D,I,I,A,I
E,B,B,E,E,E,E,B,B,B,B,B,B,E,E,E,E,E,E,E,E,E
F,H,H,H,H,H,H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,A,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,D,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,D,D,D,D,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,A,A,A
C,G,G,G,G,G,A,A,A,G,G,C,A,C,C,C,A,A,A,A,A,A
D,G,B,D,G,G,B,D,B,B,B,B,B,A,A,A,A,A,A,A,A,A
E,D,H,F,F,D,F,F,F,F,D,D,F,F,D,D,D,D,D,D,D,E
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,D,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,G,G,G,G,I,I,I,G,G,I,I,I,I,I,I,I,I,I,I,I,I
J,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,G,G,G,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,A,A,A,A,D,A,A,A,A,A,A,A,A,A
C,H,H,H,H,D,D,H,D,F,D,H,H,H,H,H,H,C,H,C,C,C
D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,B,B,B,F,B,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,D,D,D,D,D,G,D,D,D,D,D,D,D,D,G,G,G,G,G,G,G
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,A,A,A,A,A,A,A,A,A,J,A,A,J,J,J,J,J,J,J,J,J
A,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,H,H,H,H,H,B,H,A,A,A,B,A,A,A,A,A,A,A,A,A,A
D,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,F,F,F,F,F,F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,A,F,F,F,H,F,H,H,F,H,H,F,A,H,H,H,H,H,H,H,H
I,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,A,A,A,A,A,A,A,A,A,F,F,F,A,A,A,A,J,J,J,J,J
A,D,D,D,D,D,D,D,D,D,D,B,B,D,B,B,B,B,B,B,B,B
B,J,J,J,J,J,J,J,J,A,B,B,A,A,A,J,A,A,A,A,A,A
C,A,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,I,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,I,B,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,J,J,J,J,J,J,I,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,J,J,B,J,B,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,J,J,J,J,J,J,J,J,J,C,C,C,C,C,C,C,C,C,C,C,C
D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,F,F,F,F,F,F,F,F,F,H,H,H,F,H,H,H,H,H,H,H,H
I,B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,F,F,F,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,G,G,G,G,G,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,A,E,E,E
F,D,D,D,D,D,F,F,F,F,F,F,D,F,F,F,F,F,F,F,F,F
G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,G,G,G,G,G,G,G
H,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,I,C,I,I,I,I,I
J,H,H,H,H,H,H,H,H,H,H,H,J,H,H,H,J,H,J,J,J,J
A,A,A,I,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A
C,F,F,F,F,F,F,F,D,D,D,D,D,D,D,D,D,D,D,D,A,A
D,C,D,D,D,D,D,D,D,D,D,D,C,C,D,D,D,D,D,D,D,C
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,A,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,B,B,B,B,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,B,D,D
B,F,F,F,F,F,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,C,B,B,B,B,C,C,C,C,B,B,C,C,B,C
D,G,G,G,G,G,I,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A
E,I,I,I,I,I,I,I,I,I,I,I,I,I,E,E,E,E,E,E,E,E
F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
G,A,A,G,G,G,A,A,A,A,A,A,A,A,A,A,A,A,G,A,A,A
H,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,J,J,I,I,I,I,J,J,J,J,J,J
A,F,G,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,A,B,C,C,C,B,B,C,B,B,C,B,B,A,B,C,B,A,B,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,C,E,E,C,C,C,C,C,C,C,C,C,C,A,C,D,C,A,D,D,D
E,A,A,A,A,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,G,G,G,G,G,G
H,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,J,J,J,J
A,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,J,J,J,J,D,C,D,D,C,C,D,C,C,C,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,B,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,J,J,J,J,J,F,F,J,F,F,F,J,J,J,J,J,H,H,H,H,H
I,F,F,I,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,J
A,J,J,J,J,J,J,J,J,J,B,J,J,J,J,J,B,B,B,J,J,J
B,E,E,E,E,E,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B
C,A,D,C,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,A,F,F,F,F,F,F
E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,H,H,F,F,F,B,F,B,F,B,B,B,B,B,B,B,B,B,B,B,B
G,E,E,E,E,E,E,E,E,E,G,G,E,E,E,G,E,E,E,E,G,G
H,F,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,F,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A
C,J,J,J,J,J,J,J,J,J,C,C,C,C,C,C,J,J,J,J,J,C
D,F,F,F,F,F,F,F,F,F,F,D,F,D,D,D,F,F,F,F,F,F
E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,I,I,I,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,I,F
G,F,F,F,F,F,G,F,F,G,F,F,F,F,F,G,G,G,G,F,F,G
H,F,F,F,F,F,F,F,F,F,A,F,F,F,H,H,H,H,H,H,H,H
I,C,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B
C,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,B,B,B,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,D,D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,H
I,B,B,B,B,B,B,B,I,B,I,I,I,B,I,I,I,I,I,I,I,I
J,B,B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,F,F,F,F,F,B,B,F,B,B,B,F,B,B,B,B,F,F,B,B
C,A,A,A,A,A,A,A,A,C,C,C,C,C,A,C,C,A,A,A,A,A
D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,G,G,G,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,A,G,G,F,F,A,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A
H,B,B,H,H,H,H,H,H,B,H,B,B,B,H,H,H,H,H,H,H,H
I,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,D,D,D,B,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,F,F,F,F,F,F,F,F,F,F,C,F,F,C,F,F,F,F,F,F,F
D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,D,F,F,F,F,F
E,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
F,D,D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,F,F,F,F,F,F,F,F,F,F,F,F,F,G,G,G,G,G,G,G,G
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J
A,F,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,H,H,H,A,H,H
C,F,F,C,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,J,J,J,J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,B,B,B,B,B,H,H,B,H,B,B,B,B,B,H,H,B,H,H,H,B
I,J,H,J,J,J,J,J,J,J,I,I,I,I,I,I,I,I,I,I,I,I
J,G,G,G,G,G,G,J,G,G,G,G,G,J,J,J,J,J,J,J,J,J
A,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,A,A,E,E,E,E,E,E,A,E,B,B,B,A,E,B,B,B,B,A,A
F,E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,A,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,I,B,I,I,I,I,I
J,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,F,F,F,F,F,C,C,C,C,B,B,B,B,B,B,B,B,B,B,F
C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
D,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,B,B,B,B,F,F,F,B,F,F,F,F,F,F,F,F,F,F,F,F,F
G,E,E,E,E,E,E,E,E,E,E,E,E,G,G,G,G,G,G,G,G,G
H,A,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,H,H,H,H
I,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,G,G,G,C,C,C,C,C,C,C,B,C,C,C,B,B,B,A,A,A,A
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,D,D,D,D,D,D,D,E,D,D,D,D,E,D,E,E,D,D,D
F,D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,A,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,G,G,G,G,G,G,G,G,G,G,I,I,I,I,I,I,I,I,I,I,I
J,A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,D,C,D,D,D,D,D,D,D,C,C,C,D,C,C,A,A,A,A,A,A
D,H,H,H,H,H,H,D,D,D,H,D,H,H,H,H,H,H,H,H,H,H
E,J,J,J,J,J,E,E,J,J,E,E,E,E,E,E,E,E,E,E,E,E
F,J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,G,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,A,A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,I,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,B,B,B,B,B,B,A,A,B,B,A,B,B,B,B,B,B,B,B,B
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G
H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
I,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
