bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
G,F,G,G,G,G,G,G,G,G,F,F,F,D,F,F,D,F,F,D,D,D
H,E,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,D,D,I,D,D,D,D,D,I,I,D,D,D,D,D,I,D,D,D,D,J
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,I,I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,C,C,C,C,C,C,C,C,C,C,B,C,C,C,C,C,C,C,C,B,B
C,G,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,E,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,D,D
E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
F,C,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
H,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,H
I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
J,F,J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
A,D,D,D,D,D,B,B,D,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
D,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,D,D,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
I,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,H,H,H
J,D,J,J,J,J,J,J,J,J,J,J,J,J,D,J,D,J,J,J,J,J
A,J,E,J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,F,H,F,F,F,F,F,D,F,F,A,B,B,A,A,A,F,A,A,A,A
C,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,D,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,J,J,J,J,E,E,J,E,E,J,E,E,E,E,E,E,E,E,E,E
G,J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,J,J,I,I,J
J,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,I,J,J
J,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,D,E,E,E,D,D,E,E,D,E,D,D,D,E,E,E,E,E,D,E,D
B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
D,I,I,E,I,I,E,E,I,E,D,I,I,I,I,I,I,I,I,I,I,I
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,J,F,J,J,F,J,J,F,F,J,J,F,J,J,F,J,J,J,J,J
G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,F,F,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
B,E,E,I,E,I,E,E,E,E,E,E,E,E,I,I,I,I,I,I,I,I
C,E,E,E,E,E,E,E,E,E,E,E,E,D,E,E,E,D,E,E,E,E
D,H,H,H,H,D,H,H,H,H,H,H,D,D,H,H,H,H,H,H,H,H
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,J,F,F,F,F,F,J,E,F,F,F,E,F,F,E,F,E,E,E,E
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,J,H,H,H,H,H,H,H,H,H,H,H,J,H,E,H,H,E,H,H,E
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,D,D,C,C,C,C,C,C,D,C,C,C,C,C
C,H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,H,H,D
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,J,E,E,E
F,D,G,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,G,D,D
G,J,J,J,J,J,J,J,G,J,J,J,G,E,G,G,G,G,G,G,G,G
H,I,H,I,I,I,I,I,I,I,I,I,I,I,H,I,I,I,E,E,I,E
I,J,C,C,I,C,J,C,I,J,J,J,C,J,J,J,J,J,J,J,J,J
J,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,E,J,E,J,E,E,E,E,E,E,E,E,E,E,E,E,J,E,J,E,E
B,I,I,I,I,I,E,I,I,I,I,I,E,H,E,E,E,E,E,H,G,I
C,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,E,E,E,D
E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,G,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,J,J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,D,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,E,D,D
I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
J,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,B,G,G,G,G,G
D,C,D,D,C,D,D,D,D,D,C,C,C,C,C,C,C,C,C,C,C,C
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,J,J,J,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,J,I,J,G,G,G,G,J,G,G,G,G,G,G,J,G,G,G,J,J,I
H,J,H,H,H,I,H,H,H,H,H,H,G,H,E,E,G,E,E,G,G,G
I,J,I,I,D,D,D,D,D,D,J,D,J,D,J,D,J,J,J,J,J,J
J,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,D,H,H,H,H,H,H
B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
C,J,H,J,J,J,J,J,J,J,F,F,J,J,J,J,J,J,F,F,F,F
D,I,I,I,I,I,I,I,E,E,E,C,I,C,E,C,C,C,E,C,C,I
E,J,E,E,B,E,B,B,E,E,B,B,D,B,D,B,E,D,B,E,E,E
F,J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,J,F,F,F
G,A,G,G,G,G,G,G,G,G,G,G,G,G,G,F,C,C,F,F,F,F
H,B,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,J,I,I,I,I,C,I,I,C,I,I,J,I,J,E,J,J,I,J,J,J
J,J,J,J,J,J,E,E,E,E,E,E,E,E,E,E,E,E,E,J,E,E
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,E,E,E,E,A,E,E,E,A,E,E,E,E,A,E,E,E,A,A,A
C,J,J,J,D,D,E,E,D,D,D,D,D,D,D,E,D,E,D,D,D,D
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
F,F,F,F,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,F,D,D,G,F,D,D,G,D,D,D,D,D,D,D,D,F,D,D,D,F
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
B,I,I,I,I,I,I,J,J,J,I,J,J,I,I,I,I,I,J,J,J,J
C,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,E,E,E,D,D,D
E,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,G,F,F,J,F,G,G,E,G,G,J,G,F,E,F,F,F,E,F,E,E
G,I,I,I,I,I,I,I,I,I,I,I,I,D,I,D,I,D,I,I,I,D
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,D
I,E,E,E,E,E,E,E,E,E,I,I,E,I,E,E,E,E,E,E,E,E
J,E,E,J,E,J,J,E,E,J,J,J,J,E,E,E,E,E,J,E,E,J
A,D,D,D,D,D,A,D,D,D,D,B,D,B,D,D,D,B,B,B,B,B
B,I,E,E,E,E,E,E,E,E,E,E,E,C,E,E,E,E,C,E,E,C
C,F,E,E,E,F,E,F,F,E,F,F,F,E,E,E,E,E,E,F,F,E
D,J,D,D,D,D,D,D,D,D,D,H,H,H,D,H,H,H,H,H,H,H
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,D,H,D,D,D,D,D,D,D,D,D,D,D,D,G,G,G,D,D,D,D
H,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,J,J,I,J,J,J,J,J,J,J,J,J,F,J,J,J,J,J,J,J,J
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,F,E,E,F,E,E,E,E,E,E,F,F,F,F,F,F,F,E,F,F,F
C,H,H,H,H,H,H,H,H,H,H,H,H,C,H,C,H,H,B,B,H,B
D,E,E,D,D,D,D,D,D,D,E,D,D,D,D,D,D,D,D,D,D,D
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,I,F,I,I,I,I,I,I,I,I,I,I,D,I,D,I,I,I,I,I,D
G,I,I,I,G,I,I,I,I,I,I,I,I,F,F,I,I,I,I,I,I,I
H,J,J,H,H,H,H,E,E,E,E,H,J,E,J,E,E,H,E,E,E,E
I,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,I,J,I,D,D,D,D,D,C,D,A,D,C,C,C,D,D,C,C,A,A
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,J,J,F,F,F,J,J,F,F,J,J,J,J,J,J,J,E,J,J,J
G,D,D,D,D,D,F,F,F,F,F,D,D,F,F,F,D,D,F,D,F,D
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,E,I,E,I,E,I,I,I,I,I,I,I,E,E,I,E,E,I,E,E,E
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,I,I,C,I,D,D,C,D,C,C,C,D,D,C,C,C,I,D,D,C
C,I,E,E,E,E,E,E,E,E,E,E,E,E,E,I,I,E,E,I,I,I
D,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,F,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,J,J,J,J,H,J,J,F,J,F,F,F,F,F,F,F,F,J,F,F,F
H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,F,J,E,E,A,C,A,B,A,A,E,E,E,E,E,E,E,J,E
B,H,H,E,E,E,E,E,E,E,D,E,E,E,E,E,E,E,E,E,E,E
C,E,E,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,B,B,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,J,D,D,D,E
F,J,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
J,I,I,I,J,I,J,I,I,J,J,I,I,I,I,I,I,I,I,I,I,I
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,F,F,C,C,C,C,C,C,C,C,C,F,C,C,C,C,F,C,F,F
D,J,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,H,H,I,I,H,H,H,F,F,F,I,E,E,H,E,F,E,E,H,E,E
G,D,D,G,G,G,G,G,G,G,G,G,G,G,G,G,D,G,D,D,G,D
H,D,D,D,H,H,H,H,H,H,D,D,H,D,D,D,D,D,D,D,D,D
I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,I,F,H,F,F,F,H
J,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,E,J,E,E,J,J,E,E,E,A,A,E,E,E,E,E,E,E,A,A,E
C,G,G,G,G,G,G,G,G,E,E,E,E,E,G,G,G,G,G,E,G,G
D,F,F,F,F,F,F,F,D,F,D,D,D,D,D,D,D,D,F,F,F,D
E,J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,H,F,F,F,F,F,F,F,F,F,F,E,J,E,E,J,F,F,J,J,J
G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
H,D,H,H,H,H,H,H,H,H,H,H,H,H,H,E,H,H,E,H,H,H
I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,J
J,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,E,E,B,E,E,B,E,B,B,E,E,E,E,B,B,B,B,B,E,B
B,J,J,E,E,E,E,E,E,E,B,E,E,E,E,E,E,E,E,E,E,E
C,E,G,G,G,G,C,C,G,G,G,C,G,G,G,G,G,G,G,E,G,G
D,J,D,J,J,J,J,J,J,J,J,J,H,J,J,J,J,J,J,J,H,J
E,J,E,E,E,J,J,E,E,J,J,J,J,D,J,J,J,J,J,J,J,J
F,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,G,I,I,G,I,I,G,G,G,E,G,G,G,G,G,G,G,G,G,G,G
I,E,I,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,F,F,F,F,J,F,F,F,B,B,B,B,F,F,F,F,F,F,F,F
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D
E,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,I,E,E,E,E,E,I,J,E,E,E,E,E,J,E,E,E,J,I,E,J
H,D,D,D,D,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,C,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,J,J,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,E,D,B,B,B,B,B,B,B,B,B,B,B,A,B,A,A,A,A,B,E
C,F,F,F,F,F,F,F,F,A,F,F,F,A,F,A,A,F,F,H,F,H
D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
E,C,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,D,D,D,D,D,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,J,G,G,G,G,G,G,F,G,F,F,F,F,F,F,F,F,F,F,F,F
H,E,E,E,E,E,H,E,E,E,E,E,H,H,E,E,E,E,E,E,H,E
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,J,J,J,E
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,E,E,E,E,E,E,E,A,E,E,A,E,A,E,A,A,A,A,E,A,E
B,H,D,B,B,B,D,B,A,A,A,A,B,B,A,F,A,A,B,A,B,A
C,I,J,I,I,I,I,I,I,I,I,J,J,I,J,J,J,I,J,I,I,J
D,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
E,J,J,J,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,J,I,I,I,I,I,I,I,I,I,I,I,I,J,I,I,J,J,J,J,J
J,E,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,D,A,A,A,D,A,A,D,A,A,A,A,A,A,D,D,A,A,A
B,F,F,A,B,B,B,B,B,A,B,A,A,B,B,A,A,A,A,A,A,A
C,J,F,F,F,F,E,F,E,F,F,F,F,F,F,F,F,F,F,F,F,F
D,J,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,H,H,H,H,J,C,J,J,J,C,J,J,J,J,C,C,C,C,J,C,C
F,I,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,J,J,D,H,H,H,H,H,D,D,D,D,D,D,D,D,D,D,H,H,D
H,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,D,D,I,D,D,I,D,I,D,D,D,D,D,D,J,D,D,D,D,D,D
J,D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,C,C,C,C,C,D,B,D,D,D,G,G,G,G,C,G,G,C,G,G
B,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,H,H,H,D,D,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
E,J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,F,J,J,J,J,J,J,J,F,J,J,J,E,J,J,J,J,J,J,J
G,I,I,G,G,I,G,I,G,G,G,G,F,G,F,F,F,I,F,F,F,I
H,G,H,H,H,H,G,G,G,G,H,G,G,G,G,G,G,G,G,G,G,G
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,F,J,J,J,J,J,J,J,J,J,F,J,J,J,F,F,F,F,F,F,F
A,J,J,J,D,D,J,J,D,D,D,J,J,J,J,J,J,J,E,J,J,J
B,J,J,J,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,E,E,C,C,C,C,C,C,C,C,C,E,C,C,E,E,E,E,E,E,E
D,J,J,J,J,J,D,D,D,D,D,D,D,D,I,I,I,I,I,I,I,I
E,J,J,J,E,E,J,D,J,E,J,J,J,E,D,D,D,D,D,D,D,D
F,J,E,E,J,J,J,F,J,E,J,J,E,E,J,E,E,E,E,E,E,E
G,J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,F,F,G,G,G,G
H,H,H,H,H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,D,D,J,D,D,D,D,D,D,D,H,D,D,D,D,D,J,J,D,J,J
J,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,F,F,C,C,C,A,A,A,A,A,F,F,A,F,A,F,A,A,A,A
B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,F,F,F,F,F,F,F,F,F,E,E,E,E,E,F,E,E,E,E,E,E
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,J,J,J,J,J,J,J,J,F,J,F,J,J,J,J,F,F,F,J,F,F
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,C
D,F,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,F,F,F,F,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,E,F,F,E,E,F,E,E,F,F,F,E,E,F,F,F,F,F,E,E
G,H,H,J,J,G,G,G,J,G,G,J,G,G,J,J,G,J,J,J,J,G
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,F,J,F,F,I,F,I,I,I,J,I,I,F,I,F,F,I,I,J,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,D,G,G,G,G,G,G,G,G,G,A,G,G,G,G,G,G,G,G,G,G
B,H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,I,E,E,E,E,E,E,E,E,D,D,D,E,E,E,E,E,E,E,E,E
E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
F,H,F,H,F,F,F,F,F,F,F,H,F,F,F,F,F,F,H,H,H,H
G,J,J,J,I,G,I,J,H,H,H,J,D,D,D,D,D,D,D,D,D,D
H,E,E,E,E,E,E,E,E,H,E,E,E,E,H,E,E,E,E,E,E,E
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,H,I,I,I,I,I,I,D,D,I,I,I,I,I,I,I,D,D,B
B,J,H,H,B,B,B,B,A,H,A,A,A,A,A,A,A,A,A,A,A,A
C,I,C,C,C,C,C,C,C,C,C,C,C,D,C,C,C,C,C,E,D,H
D,I,E,E,E,E,E,E,E,E,E,E,I,I,H,I,I,I,I,I,H,I
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,E,E,E,E
G,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E
H,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,I,H,C,H,C
I,J,I,I,I,I,I,I,I,I,I,I,I,I,D,D,I,D,I,I,I,D
J,E,J,J,J,J,J,J,J,J,J,E,E,J,E,E,E,E,E,E,E,E
A,D,D,D,D,D,D,D,D,D,D,A,A,A,A,A,D,A,A,D,D,D
B,J,J,J,J,J,J,J,C,J,J,C,C,C,C,C,C,C,J,C,C,C
C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
D,E,D,E,D,D,E,E,E,E,E,E,C,E,C,E,E,E,E,E,E,E
E,J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,J,E,J
F,H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,J,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,J,H,H,H,H,J
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,J,E,E,E,E,E
J,F,F,F,F,F,F,F,J,J,J,F,J,J,F,F,F,F,F,F,F,F
A,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,G,J,G,C,C,G,G,C,G,C,C,G,G,G,G,G,G,G,G,G,G
