bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,B,G,B,B
H,G,G,G,G,H,G,G,G,G,H,H,G,G,G,G,H,H,H,H,H,H
I,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A
J,C,C,C,C,C,A,A,A,A,A,A,C,A,A,A,C,C,C,C,C,C
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,I,I,I,I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,F,F,F,F,F,F,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B
F,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
G,A,A,A,A,A,A,A,A,A,A,A,A,A,D,D,D,A,D,A,A,A
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,E,E,E,E,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C
A,F,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,E,E,E,F,E,F,F,E,E,F,E,F,F,F,F,F,F,F,F,F,F
G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
H,F,H,H,H,H,H,H,H,D,H,H,D,D,H,H,H,H,H,H,H,H
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,I,I,I,I,I,I,I
J,A,J,J,J,J,J,J,J,J,J,J,I,I,I,I,I,I,I,I,I,I
A,G,A,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,B,C,B,C,B,B,B,C,B,D,B,B,B,D,B,B,D,D,D,D,D
E,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,F,F,F,F,F,F,F,F,F,D,D,D,D,D,D,D,D,D,D,D,D
G,B,B,B,B,B,B,B,B,B,B,B,D,D,D,D,D,D,D,D,D,D
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,C,C,C,C,I,C,C,C,C,C,C,C,C,C,C,I,C,I,I,C,I
J,D,D,D,A,A,G,A,A,A,A,A,A,A,A,A,A,A,J,J,J,J
A,C,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,F,B,B,B,F,F,B,B,B,B,B,B,B,B,B,B,B,B
C,F,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H
D,E,D,E,E,D,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A
E,H,H,H,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,D,D,D,F,D,F,F,D,D,F,D,D,D,D,D,D,D,D,D,D,D
G,E,H,H,H,H,H,H,H,H,H,G,B,B,B,B,B,B,B,B,B,G
H,E,E,E,E,E,D,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A
I,I,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B
J,I,I,I,I,J,I,I,I,I,I,A,A,I,I,I,A,I,A,A,A,A
A,F,F,F,F,F,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,B,D,C,C,C,C,C,C,C,C,C,C,C,A,C,C,C,C,C,C
C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,F,F,B,C,F,C,B,B,E,A,A,A,A,A,A,A,A,A,A,A,A
F,E,E,F,F,E,F,F,F,F,F,F,E,E,E,E,F,F,F,F,F,F
G,A,F,F,F,F,F,G,G,F,F,G,F,F,F,G,G,F,F,G,G,G
H,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,C,C,C,C,C
I,F,F,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,F,F,H,H
J,F,F,F,F,F,F,F,F,F,F,F,A,G,G,A,G,A,A,A,A,A
A,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,G,G,G,C,C,C,C,C,C,B,B,C,C,C,B,C,C,C,A,C,C
C,E,E,E,E,E,B,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,A,A,E,E,E,A,A
F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
G,H,G,I,H,I,I,I,H,H,H,H,E,I,I,I,I,I,G,G,G,G
H,F,H,H,H,H,H,F,H,F,H,H,H,H,H,H,H,H,H,H,H,H
I,I,I,I,I,I,J,I,I,I,B,B,B,B,D,I,I,I,I,I,I,I
J,B,B,B,B,B,B,B,B,B,B,I,B,B,B,I,B,B,B,B,B,B
A,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,D,D,D,D,D,D
D,F,F,F,F,F,F,F,F,F,F,C,F,F,C,C,C,C,C,C,C,C
E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
F,A,F,F,F,A,F,F,F,F,F,F,A,A,F,A,A,A,A,F,F,F
G,E,E,H,H,H,H,H,H,H,E,H,E,E,E,H,H,E,E,H,H,E
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,D,D,D,D,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,J,J,C
A,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,B,B,B
B,F,F,F,F,F,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,F,F,F,F,F,C,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C
D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,B,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,B,B,F,F,G
G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,G,G,G,G
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,G,G,G,G,G,G,G,G,G,G,G,I,G,I,I,I,I,I,I,G,I
J,C,C,C,C,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,A,A,B,A,A,B,B,B,B,B,B,A,A,A,A,A,A
C,F,F,F,F,H,H,F,A,A,C,C,A,C,C,A,A,A,A,A,A,A
D,A,D,B,A,A,B,B,B,A,A,A,B,A,D,A,A,A,A,A,A,A
E,H,E,E,B,B,E,E,B,B,B,B,B,E,E,B,E,E,E,E,B,E
F,I,I,I,E,E,E,E,E,E,E,E,E,A,F,F,F,F,F,F,F,F
G,J,J,J,J,J,J,J,B,B,B,A,F,F,F,F,F,F,F,J,J,J
H,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,G,G,G,G,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,G,G,B,D,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,D,D,D,D,D,D,D,D,D,C,C,D,C,D,C,C,C,C,D,C,C
D,G,D,D,D,D,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,A,A,A,A,A,A,A,A,A,A,A,A,A,I,A,A,A,A,A,A,A
F,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
G,H,H,H,G,G,H,H,H,G,G,H,H,H,H,H,G,G,G,G,H,H
H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,A
I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,J,J,J,J,J,J
A,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,C,D
C,F,F,F,F,D,B,B,B,D,B,B,D,D,C,C,C,C,C,C,C,C
D,G,G,G,G,G,B,B,B,B,B,B,B,A,B,B,B,B,B,B,A,A
E,J,J,J,J,J,J,J,J,J,D,D,D,D,D,D,D,D,D,D,D,D
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,F,F,D,D,D,D,D,F,F,F,F,F,F,D,F,F,F,F,F,F,G
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,F,F,F,F,F,F,F,F,F,F,F,F,F,I,I,I,I,I,I,I,I
J,F,F,F,F,J,J,J,F,J,J,F,F,F,F,F,F,F,F,F,F,F
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,D,E,C,C,A,E,A,E,B,B,B,C,B,A,A,A,A,C,A,A
C,E,E,E,E,E,E,E,A,A,A,B,B,B,A,A,A,A,A,A,A,A
D,J,D,D,D,D,D,D,D,D,D,D,D,D,D,H,I,D,I,I,D,D
E,A,A,A,A,A,A,E,A,A,A,E,A,E,E,E,E,E,E,A,A,A
F,C,F,F,F,F,C,C,C,C,C,F,A,A,A,A,A,A,A,C,A,A
G,F,F,F,F,F,G,F,G,E,E,F,E,E,B,E,E,E,E,E,E,G
H,B,H,H,H,H,B,H,B,B,H,B,B,B,B,B,B,B,B,B,B,B
I,D,I,D,D,D,D,D,D,D,D,D,D,D,I,I,I,I,I,I,I,I
J,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,B,G,G,A,D
D,G,D,D,G,G,G,G,D,G,D,D,D,D,D,D,D,D,D,D,D,D
E,B,E,E,E,E,E,E,E,E,E,B,B,B,B,B,B,B,B,B,B,B
F,J,J,J,H,F,J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,G,G,G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,I,I,I
J,B,B,B,J,J,J,B,B,J,J,J,B,B,B,B,B,B,B,J,J,J
A,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,J,J,J,J,G,J,G,J,J,B,B,B,B,A,A,A,A,A,A,A,A
C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,I,I,I,I,I,E,I,I,I,E,I,I,E,E,I,I,I,E,E,I,E
F,F,F,F,F,F,C,F,F,C,C,C,C,C,C,C,B,C,C,F,F,F
G,F,F,F,F,I,G,I,G,I,I,I,F,I,H,G,H,H,H,H,G,G
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,E,E,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,I,I,B
J,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,I,D,D,D,D,C,D,C,D,C,B,B,C,D,D,A,D,D,D,A,A
E,A,I,B,E,B,E,E,E,E,E,E,A,E,E,E,E,E,E,E,E,E
F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
G,J,J,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,G,G,G,G
H,A,H,H,H,H,H,H,H,H,A,A,A,A,H,A,A,A,A,A,A,H
I,C,C,C,C,I,I,I,C,C,I,I,I,I,I,I,C,C,C,C,C,C
J,G,D,D,G,G,G,G,D,D,D,D,D,D,D,G,D,G,G,G,G,G
A,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,E,E,E,E,E,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,C,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,B,B,B,G,G,G,G,G,G,G,B,B,B,B,B,B,B,B,B,B,B
G,G,G,G,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,F,F,F,F,F,F,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B
A,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,I,I,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A
C,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,I,C,D,C,C,C,D,C,C,C,C,C,C,F,C,C,C,F,F,C,C
E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
G,I,I,F,I,F,I,I,I,F,I,I,I,I,I,I,I,I,I,I,I,I
H,H,H,H,H,H,H,H,H,H,H,H,H,G,H,H,G,G,G,G,G,G
I,B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,C,C,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,D,D,D,D,D,D,D,C,D,C,C,C,D,C,D,D,D,C,D,D,D
E,F,G,G,G,F,F,B,B,B,B,B,F,B,B,B,B,B,F,F,F,B
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,I,H,I,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,F,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,I
A,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,B,B
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,B,B,B,B
E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,F,F,F,F,F,F,F,A,A,A,A,A,A,A,F,F,A,A,A,F,A
G,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,I,I,I,I,H,H,H,H,H,H,H,G,G,G,G,H,G,G,G,G,G
I,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,J,G,G,J,G,G,H,G,H,H,G,J,H,J,H,G,J,G,G,J
A,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,D,A,A,A,A
D,H,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,E,F,F,F,F,F,F,F,B,A,B,A,A,A,A,A,A,A,A,A,B
F,F,I,A,A,C,C,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C
G,E,H,E,H,H,H,H,H,H,H,E,H,E,H,H,H,A,E,C,G,C
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
A,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,D,C,C,C,C,C,B,B,B,B,B,B,B,C,C,C,C,C,C,C
C,C,C,C,C,C,C,A,A,C,C,A,A,A,A,A,A,A,A,A,A,A
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
F,E,E,E,E,E,E,E,E,F,F,E,E,F,E,E,E,E,E,F,E,F
G,I,I,I,F,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A
A,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,B,B,B,B,B
B,F,F,F,F,A,A,A,F,F,A,F,A,A,A,A,A,A,A,A,A,A
C,C,C,C,F,F,F,F,F,C,F,C,F,C,C,C,C,C,C,C,C,C
D,G,G,B,B,B,B,B,B,B,D,D,B,B,B,D,B,B,B,B,B,B
E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,A,A,A,F,A,F,D,D,A,A,D,A,A,A,A,A,A,A,A,A,A
G,C,C,C,C,C,C,G,G,C,G,G,C,G,G,G,G,G,G,C,C,G
H,I,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,B,B,B,B,E,E,E,E,E,E,E,B,E,E,E,E,E,E,E,E,E
J,I,I,I,I,I,I,I,I,I,I,I,I,I,B,B,I,B,I,I,B,B
A,F,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,C,C,C,C,C,B,B,B,B,B,C,C,C,C,C,C
C,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,J,I,I,I,E,E,E,E,E,E,E,E,E,A,A,A,A,A,A,A
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,D,D,D,D,D,D,D,I,I,D,D,D,D,D,D,D,D,D,D,D,D
G,J,B,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,G,I,I,I,I,I,I,E,I,I,I,E,I,I,I,I,I,I,I,I,I
J,F,F,F,F,J,F,J,F,F,I,F,I,J,J,J,J,J,J,J,J,J
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,C,C,C,C,C,C,B,B,C,B,B,B,B,C,C,C,C,C
C,J,J,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,J,D,G,G,G,G,G,D,G,G,D,G,D,D,D,D,D,D,D,D,D
E,A,E,E,E,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A
F,B,B,B,B,B,B,B,B,B,F,B,B,B,B,B,B,B,B,B,B,B
G,G,G,G,G,G,G,G,G,G,G,G,G,B,C,G,G,G,G,G,G,G
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,B,I,I,I,I,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,H,H,I,I,I,I,I,J,J,J,I,J,J,J,J,J,J,J,J,J,J
A,J,F,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,C,C,C,C,C,B,B,B,B,B,A,A,A,A,A,A,A,A,A
C,I,I,I,I,I,I,I,I,I,I,I,I,I,A,I,I,I,I,I,A,A
D,I,I,I,I,I,I,A,I,A,A,A,A,A,A,A,A,A,A,A,A,A
E,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B
F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
H,H,H,H,H,H,H,H,B,H,H,B,B,B,B,B,B,B,B,B,B,B
I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
A,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,D,D,D,D,D,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,G,G,G,G,G,G,G,G,G,A,G,G,A,A,A,A,A,A,A,A,A
E,A,F,F,F,F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,F,G,G,G,H,E,B,A,B,B,A,A,A,E,E,A,A,E,E,E,E
G,H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,G,G,G
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
J,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,J,J,J,J,J
A,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,F,F,F,C,C,C,E,E,E,C,C,C,C,C,C,C,A,A,A,A,A
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,F,F,A,F,F,F,F,F,F,F,F,A,A,A,A,A,A,A,A,A,A
F,E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,C,H,B,C,C,B,B,B,B,B,B,B,B,B,B,B,H,H,I,I,I
J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,J,B,B
A,C,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,B,D,D,D,D,B,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B
D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,B,B,B,B,B,F
E,F,C,C,C,C,E,E,E,C,C,E,E,E,E,E,E,E,E,E,E,E
F,F,F,F,F,F,F,F,F,F,F,C,I,C,C,I,B,B,B,B,I,C
G,E,E,E,E,E,E,G,B,B,E,B,B,B,B,B,B,B,B,B,B,B
H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,A
I,B,I,I,I,I,I,I,I,I,I,I,G,I,I,I,I,I,I,I,I,I
J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
A,G,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,E,E,E,E,E,E,E,D,E,A,A,A,A,A,E,A,A,A,A,A
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,F,F,F,F,F,F,F,D,D,F,F,F,F,D,D,D,D,D,D,D,D
F,C,C,C,F,F,F,F,F,C,C,C,C,C,C,C,C,C,C,C,C,C
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,E,E,E,E,E,E,E,E,E,E,E,B,B,E,E,E,B,B,B,E,B
I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,A,A,J,J,J,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,A,C,D,D,B,B,B,C,B,D,D,C,C,C,C,B,C,C,C,C,C
E,E,J,J,J,J,J,J,J,B,C,C,A,A,A,B,A,A,A,A,A,A
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,G,G,G,G,G,G,G,G,G,H,G,G,H,G,G,G,G,G,G,G,G
H,F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
I,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,C,C,C,C,C,C,C,C,C,C,C,C,C,J,J,J,J,J,J,J
A,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,F,F,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,G,G,G,G,G,D,B,B,G,G,B,B,B,B,B,A,A,A,A,A,A
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,F,E,E,E,E,E,E,F,F,F,F,F,F,F,F,F,E,E,E,E,E
F,I,I,I,F,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,B,B,B,D,B,B,D,D,D,D,D,D,D,B,H,H,B,H,H,H,H
I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
J,G,G,E,G,F,F,E,E,E,E,E,E,A,A,A,A,A,A,F,C,J
A,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A
C,G,G,F,G,G,G,G,G,G,G,G,G,B,B,B,B,B,G,B,B,G
